Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
47	dns_002_1811_006_5_44_e419	etwa 12000 Fuß , wel¬ che so vielfach mit Linien	durchschnitten	werden mußte , ließ sich eine einzige Strecke von etwa	etwa_ADV 12000_CARD Fuß_NN ,_$, wel¬_ADJA che_NN so_ADV vielfach_ADV mit_APPR Linien_NN	durchschnitten_VVPP	werden_VAINF mußte_VMFIN ,_$, ließ_VVFIN sich_PRF eine_ART einzige_ADJA Strecke_NN von_APPR etwa_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=46	23323985	23323985
48	skb_004_1851_000_111_157_e273	durch die Annahme eines firen Preises nach viel- 103 jährigen	Durchschnitten	dieser bedeutende Uebelstand beseitigt wurde . Obschon der neue schweizerische	durch_APPR die_ART Annahme_NN eines_ART firen_ADJA Preises_NN nach_APPR viel-_TRUNC 103_CARD jährigen_ADJA	Durchschnitten_NN	dieser_PDAT bedeutende_ADJA Uebelstand_NN beseitigt_VVPP wurde_VAFIN ._$. Obschon_KOUS der_ART neue_ADJA schweizerische_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=47	23667838	23667838
49	dns_002_1806_002_78_91_e585	Wiesen sind kreuz und quer stark mit Haupt- und Nebengräben	durchschnitten	, die alle Frühjahr geöffnet und mit den nöthigen Schleusten	Wiesen_NN sind_VAFIN kreuz_ADV und_KON quer_ADJD stark_ADJD mit_APPR Haupt-_TRUNC und_KON Nebengräben_NN	durchschnitten_VVPP	,_$, die_PRELS alle_PIAT Frühjahr_NN geöffnet_VVPP und_KON mit_APPR den_ART nöthigen_ADJA Schleusten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=48	24235611	24235611
50	slz_002_1865_010_87_94_e14	, und Aufriß , in der Seiten- anficht und in	Durchschnitten	richtig aufnehmen und geschmackvoll darstellen könne . Eine weitere Stufe	,_$, und_KON Aufriß_NN ,_$, in_APPR der_ART Seiten-_TRUNC anficht_VVFIN und_KON in_APPR	Durchschnitten_NN	richtig_ADJD aufnehmen_VVINF und_KON geschmackvoll_ADJD darstellen_VVINF könne_VMFIN ._$. Eine_ART weitere_ADJA Stufe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=49	24766634	24766634
51	btb_001_1856_005_10_103_e299	sie ist in allen Richtungen mit von Schwänen bevölkerten Kanälen	durchschnitten	, Industrie und ausge¬ breiteter Handel beleben die Stadt .	sie_PPER ist_VAFIN in_APPR allen_PIAT Richtungen_NN mit_APPR von_APPR Schwänen_NN bevölkerten_ADJA Kanälen_NN	durchschnitten_VVPP	,_$, Industrie_NN und_KON ausge¬_ADJA breiteter_ADJA Handel_NN beleben_VVFIN die_ART Stadt_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=50	25322687	25322687
52	skz_001_1836_005_221_228_e252	, ihn zu sehen ! Sein Anblick hätte Euere Herzen	durchschnitten	. In aller Feierlichkeit kam er mit seinem ganzen Hofe	,_$, ihn_PPER zu_PTKZU sehen_VVINF !_$. Sein_PPOSAT Anblick_NN hätte_VAFIN Euere_ADJA Herzen_NN	durchschnitten_VVPP	._$. In_APPR aller_PIAT Feierlichkeit_NN kam_VVFIN er_PPER mit_APPR seinem_PPOSAT ganzen_ADJA Hofe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=51	25988080	25988080
53	gdv_001_1867_006_8_218_e12	) die Häuser und Grundstücke , welche von Grenzlinien quer	durchschnitten	werden , nebst Vorschlägen über die nöthigen Grenzverlegungen ( §	)_$( die_ART Häuser_NN und_KON Grundstücke_NN ,_$, welche_PRELS von_APPR Grenzlinien_NN quer_ADJD	durchschnitten_VVPP	werden_VAINF ,_$, nebst_APPR Vorschlägen_NN über_APPR die_ART nöthigen_ADJA Grenzverlegungen_NN (_$( §_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=52	26049627	26049627
54	bso_001_1865_008_81_84_e23	sofort auf den Weg . Das schmale Thal war bald	durchschnitten	und von da an gings unter Lachen und Keuchen einen	sofort_ADV auf_APPR den_ART Weg_NN ._$. Das_ART schmale_ADJA Thal_NE war_VAFIN bald_ADV	durchschnitten_VVPP	und_KON von_APPR da_ADV an_APZR gings_VVFIN unter_APPR Lachen_NN und_KON Keuchen_NN einen_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=53	26080885	26080885
55	ass_001_1840_006_303_318_e709	von einer andern , beinahe in gerader Linie fort¬ gehenden	durchschnitten	wird , stehen auf der rechten und linken Seite mehrere	von_APPR einer_ART andern_ADJA ,_$, beinahe_ADV in_APPR gerader_ADJA Linie_NN fort¬_ADJA gehenden_ADJA	durchschnitten_VVPP	wird_VAFIN ,_$, stehen_VVFIN auf_APPR der_ART rechten_ADJA und_KON linken_ADJA Seite_NN mehrere_PIAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=54	26611451	26611451
56	dns_002_1811_006_322_367_e456	den steilen Abhang vom Joch bis zum Dörfchen hinunter ,	durchschnitten	in der größten Eile die liebliche Gegend , und moste	den_ART steilen_ADJA Abhang_NN vom_APPRART Joch_NN bis_KON zum_APPRART Dörfchen_NN hinunter_PTKVZ ,_$,	durchschnitten_VVFIN	in_APPR der_ART größten_ADJA Eile_NN die_ART liebliche_ADJA Gegend_NN ,_$, und_KON moste_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=55	27228457	27228457
57	dns_002_1811_006_322_367_e456	lofen Gerölle das nur hin und wie¬ der von Felfenkämmey	durchschnitten	wird . Das Schmel¬ zen des Schnees , große Wassergüsse	lofen_NN Gerölle_NN das_PDS nur_ADV hin_PTKVZ und_KON wie¬_VVFIN der_ART von_APPR Felfenkämmey_NE	durchschnitten_VVPP	wird_VAFIN ._$. Das_ART Schmel¬_NN zen_VVFIN des_ART Schnees_NN ,_$, große_ADJA Wassergüsse_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=56	27234806	27234806
58	gdv_001_1841_011_9_154_e169	Ge¬ bäuden , nach den bestehenden Pacht¬ verträgen und nach	Durchschnitten	9««1S l> . Von den Pfarrgütern nach den dahe- rigen	Ge¬_ADJA bäuden_NN ,_$, nach_APPR den_ART bestehenden_ADJA Pacht¬_NN verträgen_VVFIN und_KON nach_APPR	Durchschnitten_NN	9««1S_ADJA l>_NN ._$. Von_APPR den_ART Pfarrgütern_NN nach_APPR den_ART dahe-_TRUNC rigen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=57	28326252	28326252
59	bso_002_1869_002_149_152_e40	e i t e n a ns ichte n und	Durchschnitten	der Körper . Tafel 5. ( Obelisk , Grenz- stein	e_ADJA i_ADJA t_NN e_ADJA n_ADJA a_FM ns_ADJA ichte_ADJA n_TRUNC und_KON	Durchschnitten_NN	der_ART Körper_NN ._$. Tafel_NN 5._ADJA (_$( Obelisk_NN ,_$, Grenz-_TRUNC stein_VVIMP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=58	29464484	29464484
60	syn_001_1860_000_72_94_e105	gewählt in der Form eines Trapezes , von der Straße	durchschnitten	und Hans und Garten einschließend . In 50 Mal vk'kleinertem	gewählt_VVPP in_APPR der_ART Form_NN eines_ART Trapezes_NN ,_$, von_APPR der_ART Straße_NN	durchschnitten_VVPP	und_KON Hans_NE und_KON Garten_NN einschließend_ADJD ._$. In_APPR 50_CARD Mal_NN vk'kleinertem_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=59	30313826	30313826
61	gdv_001_1839_009_7_170_e183	und Ge¬ bäuden nach den bestehenden Pacht¬ verträgen und nach	Durchschnitten	Von den Pfarrgütern , nach den da¬ herigen Etats Abzug	und_KON Ge¬_ADJA bäuden_NN nach_APPR den_ART bestehenden_ADJA Pacht¬_NN verträgen_VVFIN und_KON nach_APPR	Durchschnitten_NN	Von_APPR den_ART Pfarrgütern_NN ,_$, nach_APPR den_ART da¬_ADJA herigen_ADJA Etats_NN Abzug_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=60	32266509	32266509
62	gdv_001_1839_009_7_170_e183	dem Ertrag im Jahre 1838 für Erstere , und nach	Durchschnitten	für Letztere L. Militärdispensationsgebühren : durchschnittlich ungefähr Eerichtsgebühren ( Z.	dem_ART Ertrag_NN im_APPRART Jahre_NN 1838_CARD für_APPR Erstere_NN ,_$, und_KON nach_APPR	Durchschnitten_NN	für_APPR Letztere_NN L._NE Militärdispensationsgebühren_NN :_$. durchschnittlich_ADJD ungefähr_ADJD Eerichtsgebühren_ADJA (_$( Z._NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=61	32267482	32267482
63	syn_001_1870_000_60_77_e190	, eine Sammlung von Körpermodellcn aus Holz oder Karton mit	Durchschnitten	, besonders Ellipse , Parabel und Hyperbel und eine Reihe	,_$, eine_ART Sammlung_NN von_APPR Körpermodellcn_NE aus_APPR Holz_NN oder_KON Karton_NN mit_APPR	Durchschnitten_NN	,_$, besonders_ADV Ellipse_NN ,_$, Parabel_NN und_KON Hyperbel_NN und_KON eine_ART Reihe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=62	33385455	33385455
64	26010656	det sind ; einige Tafeln enthalten Darstellungen von Gebirgsansichten ,	Durchschnitten	, Schichtungö - und Lagernngsverhältnissen . Die Thiere sind alle	det_VVPP sind_VAFIN ;_$. einige_PIAT Tafeln_NN enthalten_VVPP Darstellungen_NN von_APPR Gebirgsansichten_NN ,_$,	Durchschnitten_NN	,_$, Schichtungö_NE -_$( und_KON Lagernngsverhältnissen_NN ._$. Die_ART Thiere_NN sind_VAFIN alle_PIS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=63	35313980	35313980
65	26010656	und verständlich . Zeichnungen von einzelnen Theilen und von mancherlei	Durchschnitten	erhöhen den Werth . , Auf den zehn letzten Tafeln	und_KON verständlich_ADJD ._$. Zeichnungen_NN von_APPR einzelnen_ADJA Theilen_NN und_KON von_APPR mancherlei_PIAT	Durchschnitten_NN	erhöhen_VVFIN den_ART Werth_NE ._$. ,_$, Auf_APPR den_ART zehn_CARD letzten_ADJA Tafeln_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=64	35318919	35318919
66	25131527	, die unteren die NachmittagsstUnden , Wo die Quadrate wieder	durchschnitten	sind , wird angedeutet , daß einige Ta g ^	,_$, die_ART unteren_ADJA die_ART NachmittagsstUnden_NN ,_$, Wo_PWAV die_ART Quadrate_NN wieder_ADV	durchschnitten_VVPP	sind_VAFIN ,_$, wird_VAFIN angedeutet_VVPP ,_$, daß_KOUS einige_PIAT Ta_ADJA g_NN ^_XY	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=65	35763918	35763918
67	4863375	all den Meeren , welche seine Thran - und Kaperschiffe	durchschnitten	, sich sonnen an all den Küsten , wo er	all_PIAT den_ART Meeren_NN ,_$, welche_PRELS seine_PPOSAT Thran_NE -_$( und_KON Kaperschiffe_NN	durchschnitten_VVPP	,_$, sich_PRF sonnen_ADV an_APPR all_PIAT den_ART Küsten_NN ,_$, wo_PWAV er_PPER	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=66	36063018	36063018
68	5711988	, die Thäler und Ebenen von fischreichen Gewässern und Bächen	durchschnitten	. Der Weinwachs fehlt ganz ; unübertrefflich ist dagegen der	,_$, die_ART Thäler_NN und_KON Ebenen_NN von_APPR fischreichen_ADJA Gewässern_NN und_KON Bächen_NN	durchschnitten_VVPP	._$. Der_ART Weinwachs_NN fehlt_VVFIN ganz_ADV ;_$. unübertrefflich_ADJD ist_VAFIN dagegen_PAV der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=67	36221734	36221734
69	5711988	ausgezeichnet schöner und großer Tannwald , von der großen Straße	durchschnitten	, theils in die KG . Obcrbipp , A .	ausgezeichnet_ADJD schöner_ADJA und_KON großer_ADJA Tannwald_NN ,_$, von_APPR der_ART großen_ADJA Straße_NN	durchschnitten_VVPP	,_$, theils_ADJD in_APPR die_ART KG_NN ._$. Obcrbipp_NN ,_$, A_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=68	36265700	36265700
70	5711988	und ist nordwärts gegen die Aar hin von vielen Schluchten	durchschnitten	, in welchen die vielen Waldquellen ihren Abfluß finden .	und_KON ist_VAFIN nordwärts_ADV gegen_APPR die_ART Aar_NN hin_ADV von_APPR vielen_PIAT Schluchten_NN	durchschnitten_VVPP	,_$, in_APPR welchen_PRELS die_ART vielen_PIAT Waldquellen_NN ihren_PPOSAT Abfluß_NN finden_VVINF ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=69	36359387	36359387
71	5711988	, jedoch zahmer Berg , dessen schöne Alpwiesen von Nadelgehölz	durchschnitten	sind , 1 Std. oberhalb dem Gurnigel ; im Grön	,_$, jedoch_ADV zahmer_ADJA Berg_NN ,_$, dessen_PRELAT schöne_ADJA Alpwiesen_NN von_APPR Nadelgehölz_NN	durchschnitten_VVPP	sind_VAFIN ,_$, 1_CARD Std._NN oberhalb_APPR dem_ART Gurnigel_NN ;_$. im_APPRART Grön_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=70	36493569	36493569
72	5711988	1825 u . 1826 verbesserten Commerzialstr . Burgdorf - Thun	durchschnitten	wird , 3 Std . 33 M . v. Bern	1825_CARD u_VVFIN ._$. 1826_CARD verbesserten_ADJA Commerzialstr_NN ._$. Burgdorf_NN -_$( Thun_NN	durchschnitten_VVPP	wird_VAFIN ,_$, 3_CARD Std_NE ._$. 33_CARD M_NE ._$. v._APPR Bern_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=71	36518638	36518638
73	5711988	Dreieck , das sich , v . der Mnrtenstr .	durchschnitten	, zw . der Aar u . der Saane ,	Dreieck_NN ,_$, das_PRELS sich_PRF ,_$, v_VVFIN ._$. der_ART Mnrtenstr_NE ._$.	durchschnitten_VVPP	,_$, zw_VVFIN ._$. der_ART Aar_NN u_VVFIN ._$. der_ART Saane_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=72	36594116	36594116
74	5711988	Hof am Eckhölzchen , welches v . der Thunerstr .	durchschnitten	ist , u . dessen links der Str . gelegener	Hof_NN am_APPRART Eckhölzchen_NN ,_$, welches_PRELS v_ADJD ._$. der_ART Thunerstr_NN ._$.	durchschnitten_VVPP	ist_VAFIN ,_$, u_VVFIN ._$. dessen_PDS links_ADV der_ART Str_NE ._$. gelegener_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=73	36603955	36603955
75	5711988	. obigem aus der Scheust in den Bielersee geleiteten Kanal	durchschnitten	. Die sogen . Sandbrücke , die herwärts über obigen	._$. obigem_ADJA aus_APPR der_ART Scheust_NN in_APPR den_ART Bielersee_NN geleiteten_ADJA Kanal_NN	durchschnitten_VVPP	._$. Die_PDS sogen_VVFIN ._$. Sandbrücke_NN ,_$, die_PRELS herwärts_ADV über_APPR obigen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=74	36608209	36608209
76	15545124	werden können , daß jede gerade Linie von jeder andern	durchschnitten	wird . Wären z . B . 6 gerade Linien	werden_VAINF können_VMFIN ,_$, daß_KOUS jede_PIS gerade_ADV Linie_NN von_APPR jeder_PIAT andern_PIS	durchschnitten_VVPP	wird_VAFIN ._$. Wären_VAFIN z_VVFIN ._$. B_NN ._$. 6_CARD gerade_ADV Linien_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=75	36729751	36729751
77	15545124	ist unmittelbar gegeben , weil jede Linie von jeder andern	durchschnitten	wird . Man berechnet daher nun nach § . 21	ist_VAFIN unmittelbar_ADJD gegeben_VVPP ,_$, weil_KOUS jede_PIAT Linie_NN von_APPR jeder_PIAT andern_PIS	durchschnitten_VVPP	wird_VAFIN ._$. Man_PIS berechnet_VVFIN daher_PAV nun_ADV nach_APPR §_NN ._$. 21_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=76	36734370	36734370
78	15545124	Wenn irgend eine Anzahl Parallelen von 2 anderen Pa rallelen	durchschnitten	wird , so findet man die Anzahl aller dadurch gebildeten	Wenn_KOUS irgend_ADV eine_ART Anzahl_NN Parallelen_NN von_APPR 2_CARD anderen_PIAT Pa_ADJA rallelen_NN	durchschnitten_VVPP	wird_VAFIN ,_$, so_ADV findet_VVFIN man_PIS die_ART Anzahl_NN aller_PIS dadurch_PAV gebildeten_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=77	36739803	36739803
79	15545124	mögen parallel sein , oder nicht , von einer dritten	durchschnitten	, so entstehen Winkel , welchen man besondere Namen gegeben	mögen_VMFIN parallel_ADJD sein_VAINF ,_$, oder_KON nicht_PTKNEG ,_$, von_APPR einer_ART dritten_ADJA	durchschnitten_VVPP	,_$, so_ADV entstehen_VVFIN Winkel_NN ,_$, welchen_PRELS man_PIS besondere_ADJA Namen_NN gegeben_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=78	36756392	36756392
80	15545124	Linien ( Fig . 125 ) von einer drit ten	durchschnitten	, so gelten folgende Sätze : Aeußcre und innere Grgcnw	Linien_NN (_$( Fig_VVFIN ._$. 125_CARD )_$( von_APPR einer_ART drit_NN ten_NE	durchschnitten_VVPP	,_$, so_ADV gelten_VVFIN folgende_ADJA Sätze_NN :_$. Aeußcre_ADJA und_KON innere_ADJA Grgcnw_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=79	36757149	36757149
81	15545124	: Wenn 2 g . L . von einer dritten	durchschnitten	werde « / so sind die 2 g . L	:_$. Wenn_KOUS 2_CARD g_NN ._$. L_NE ._$. von_APPR einer_ART dritten_ADJA	durchschnitten_VVPP	werde_VAFIN «_$( /_$( so_ADV sind_VAFIN die_ART 2_CARD g_NN ._$. L_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=80	36757847	36757847
82	8584155	Benoge nnd der Orbe , nur von unbedeutenden Bä chen	durchschnitten	werden . Gewässer . Man kann Europa und Asien als	Benoge_NN nnd_NE der_ART Orbe_NN ,_$, nur_ADV von_APPR unbedeutenden_ADJA Bä_NE chen_ADJD	durchschnitten_VVPP	werden_VAINF ._$. Gewässer_NN ._$. Man_PIS kann_VMFIN Europa_NE und_KON Asien_NE als_KOKOM	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=81	37071255	37071255
83	8584155	Was serfläche ; hieraus , wenn sie das gleichnamige Dorf	durchschnitten	hat , wendet sich die Venoge nordwestlich und nimmt unterhalb	Was_PWS serfläche_VVFIN ;_$. hieraus_PAV ,_$, wenn_KOUS sie_PPER das_ART gleichnamige_ADJA Dorf_NN	durchschnitten_VVPP	hat_VAFIN ,_$, wendet_VVFIN sich_PRF die_ART Venoge_NN nordwestlich_ADJD und_KON nimmt_VVFIN unterhalb_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=82	37076793	37076793
84	8584155	sie das lange Vorgebirge , welches sie selbst angeschwemmt ,	durchschnitten	hat . Unweit ihrer Mündung nimmt sie den Bach ArmÄriz	sie_PPER das_ART lange_ADJA Vorgebirge_NN ,_$, welches_PRELS sie_PPER selbst_ADV angeschwemmt_VVPP ,_$,	durchschnitten_VVPP	hat_VAFIN ._$. Unweit_APPR ihrer_PPOSAT Mündung_NN nimmt_VVFIN sie_PPER den_ART Bach_NE ArmÄriz_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=83	37078120	37078120
85	8584155	dem großen , damals ! viel schmälern See abfließenden Bache	durchschnitten	wurde . Mönche , - 15t zehn- Th - l	dem_ART großen_ADJA ,_$, damals_ADV !_$. viel_ADV schmälern_VVFIN See_NN abfließenden_ADJA Bache_NN	durchschnitten_VVPP	wurde_VAFIN ._$. Mönche_NN ,_$, -_$( 15t_ADJA zehn-_TRUNC Th_ADJA -_$( l_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=84	37084607	37084607
86	8584155	Mittelpunkte ziemlich erhaben , von zahllosen Schluchten und Thal- wen	durchschnitten	und nur von 3 — 4 Hauptthälern in der Richtung	Mittelpunkte_NN ziemlich_ADV erhaben_ADJD ,_$, von_APPR zahllosen_ADJA Schluchten_NN und_KON Thal-_TRUNC wen_PWS	durchschnitten_VVPP	und_KON nur_ADV von_APPR 3_CARD —_NN 4_CARD Hauptthälern_NN in_APPR der_ART Richtung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=85	37105716	37105716
87	8584155	Ebene ausmündet . Es > von der Landstraße nach Italien	durchschnitten	; seine Gaffen regelmäßig und seine aus schwarzem Marmor gebauten	Ebene_NN ausmündet_VVFIN ._$. Es_PPER >_$( von_APPR der_ART Landstraße_NN nach_APPR Italien_NE	durchschnitten_VVPP	;_$. seine_PPOSAT Gaffen_NN regelmäßig_ADJD und_KON seine_PPOSAT aus_APPR schwarzem_ADJA Marmor_NN gebauten_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=86	37456935	37456935
88	8584155	! > 8tr » t » , xoie gootrst )	durchschnitten	, die unterhalb Au- ^ ^ ziemlich jäh zum gleichnamigen	!_$. >_$( 8tr_NE »_$( t_NN »_$( ,_$, xoie_ADJD gootrst_VVFIN )_$(	durchschnitten_VVPP	,_$, die_PRELS unterhalb_APPR Au-_TRUNC ^_XY ^_XY ziemlich_ADV jäh_ADJD zum_APPRART gleichnamigen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=87	37458856	37458856
89	8584155	» « ? , , ^ Bacheund einem schattigen Fußsteige	durchschnitten	werden . Z » * ^ . so liegt das	»_$( «_$( ?_$. ,_$, ,_$, ^_XY Bacheund_NN einem_ART schattigen_ADJA Fußsteige_NN	durchschnitten_VVPP	werden_VAINF ._$. Z_NN »_$( *_XY ^_XY ._$. so_ADV liegt_VVFIN das_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=88	37478039	37478039
90	8584155	, Aubonue » > d Neuß hin verzweigt , galiz	durchschnitten	. Er umfasst die Gemcin- ^ » Gimel , Longirod	,_$, Aubonue_NN »_$( >_$( d_ADJA Neuß_NN hin_APZR verzweigt_VVPP ,_$, galiz_NN	durchschnitten_VVPP	._$. Er_PPER umfasst_VVFIN die_ART Gemcin-_TRUNC ^_XY »_$( Gimel_NN ,_$, Longirod_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=89	37501719	37501719
91	8584155	seine Wappenschild ! , von silbernen und rothen Kalken schief	durchschnitten	, mit dem Reichsschilde und der Reichs » ^ne gchelmt	seine_PPOSAT Wappenschild_NN !_$. ,_$, von_APPR silbernen_ADJA und_KON rothen_ADJA Kalken_NN schief_ADJD	durchschnitten_VVPP	,_$, mit_APPR dem_ART Reichsschilde_NN und_KON der_ART Reichs_NE »_$( ^ne_NN gchelmt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=90	37512744	37512744
92	8584155	Wald von Sauvabelin wird von einer Straße und vielen Fußsteigen	durchschnitten	, die ihn zu einem hübschen Spaziergange " Witzen .	Wald_NN von_APPR Sauvabelin_NE wird_VAFIN von_APPR einer_ART Straße_NN und_KON vielen_PIAT Fußsteigen_NN	durchschnitten_VVPP	,_$, die_PRELS ihn_PPER zu_APPR einem_ART hübschen_ADJA Spaziergange_NN "_$( Witzen_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=91	37517412	37517412
93	8584155	wird seiner Länge nach von der Lausanncr Straße nach Bern	durchschnitten	, und in derselben laufen diejenigen Oron , Romont ,	wird_VAFIN seiner_PPOSAT Länge_NN nach_APPR von_APPR der_ART Lausanncr_NN Straße_NN nach_APPR Bern_NE	durchschnitten_VVPP	,_$, und_KON in_APPR derselben_PDAT laufen_VVFIN diejenigen_PDS Oron_NE ,_$, Romont_NE ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=92	37537725	37537725
